formula,A001,A002,A003,A004,A005,A006,A007,A008,A009,A010,A011,A012,A013,A014,A015,A016,A017,A018,A019,A020,A021,A022,A023,A024,A025,A026,A027,A028,A029,A030,A031,A032,A033,A034,A035,A036,A037,A038,A039,A040,A041,A042,A043,A044,A045,A046,A047,A048,A049,A050,A051,A052,A053,A054,A055,A056,A057,A058,A059,A060,A061,A062,A063,A064,A065,A066,A067,A068,A069,A070,A071,A072,A073,A074,A075,A076,A077,A078,A079,A080,A081,A082,A083,A084,A085,A086,A087,A088,A089,A090
C6H9NOS,0.0,0.0,2.283457844,0.323221267,0.0,0.0,1.88547486,3.31375,2.154903079,1.982292788,8.288737201,0.0,0.0,2.117794677,5.014857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120465116,12.68328841,0.0,0.0,4.446768293,0.0,0.0,2.452997347,0.0,0.0,0.0,1.778605769,0.0,12.04468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625541126,0.0,0.643820225,2.341060904,19.50210305,0.0,0.0,0.0,2.359530792,2.170172414,0.785964912,0.0,6.210144928,0.0,0.0,13.26277496,0.0,0.0,0.0,7.087541713,0.0,0.0,0.0,0.0,1.810391978,0.0,1.303326403,0.0,0.0,1.534258675,3.967251462,0.0,0.0,0.0,4.66450677,0.0,2.106111758,0.0,2.030635838,0.0,0.0,4.582492864,1.275626043,2.457210402
C7H11NO5,1.065991903,2.120045558,8.589541089,0.786004691,8.994414894,0.0,1.581075419,4.878125,9.761459521,11.38062433,11.58532423,8.47952183,2.985605234,12.11612167,66.28057143,0.0,2.622919937,3.434008097,3.967005076,8.354591514,2.733737024,18.9697975,0.0,1.137488372,2.939892183,21.28608871,11.3583,7.032073171,0.0,1.014165666,0.0,0.0,3.148715753,0.0,4.538942308,6.271796218,0.0,2.818933926,4.194029851,25.96307054,0.0,10.99672131,17.18540146,4.285298869,41.10356907,6.546570397,3.505194805,0.0,2.817573034,7.729076621,0.0,2.652060875,2.162223667,0.729329759,6.859706745,0.0,8.908187135,6.507479508,0.0,4.112031337,3.458524427,4.120981387,9.920372596,10.55355932,3.336726804,58.96151279,14.27641084,6.421435693,0.0,2.767058824,0.0,12.93157895,0.932432432,1.078986486,0.0,0.0,47.16783626,0.0,9.060107335,22.85192308,0.0,1.062449637,3.594586729,2.667836538,2.597192403,1.702436054,2.128259041,0.0,1.942237062,3.863593381
C7H13NO3,0.6550607285,2.2333712985,6.433351121,0.8542611419999999,4.3962765955,4.77183642,6.691131282500001,0.0,6.1948973775,3.49876211,13.781569965,19.6459459435,2.859323882,0.881178707,8.297,1.6658756825,1.407535322,0.453373819,4.144670051,12.461399621,0.60449827,0.0,0.999865047,0.974372093,3.420350404,0.0,12.02865,5.544420732,7.00577281,0.0,17.1205305025,3.4436786655,5.8379280819999995,9.7904225335,23.196634615,3.5612394960000002,0.0,2.3371182675,4.4691897655,9.68153527,5.970379481,5.9279713114999995,3.5549726274999998,3.3941437805,0.0,5.058032491,0.875180375,0.0,11.747595504500001,8.702357564500002,8.194637225,0.4055802155,0.601072822,0.20308311,2.391202346,0.9277586205,2.0340155945,6.459989754,1.6320289854999999,2.1083939565,6.3713359915,1.396531303,3.610276442,8.631355931,1.449226804,7.298442715,0.6309819415,5.48000997,6.856587137,1.636654412,5.39562443,6.310427012,1.5545738045,1.0997635135000001,1.4782208589999999,0.588643533,0.0,3.698757764,7.950134168,0.0,11.383027081,0.45894440000000003,0.544732247,4.277668268999999,2.8503715935,2.513459196,3.6132464255,2.508896289,1.5159015025,11.613120565
C7H14N2O3,8.352834008,0.0,31.33927428,2.768725567,7.659574468,13.78503086,4.331354749,0.0,14.21972634,0.0,0.0,7.825883576,8.63391494,0.0,7.879714286,0.0,14.55981162,30.05006748,5.524027073,24.21716276,12.48944637,16.51912969,17.32186235,0.0,7.15148248,0.0,9.0678,0.0,11.80074488,9.571668667,0.0,15.79227392,0.0,0.0,13.31201923,11.09432773,0.0,4.553803443,14.50191898,0.0,5.563598032,11.01229508,19.25364964,6.092568659,0.0,18.95361011,20.45093795,0.0,18.87047191,24.06286837,0.0,14.94426126,6.675877763,5.007989276,4.004516129,0.0,15.06179337,14.03068648,0.0,31.8193061,20.13110668,15.09357022,5.141646635,15.40813559,14.33118557,22.57208009,7.516252822,15.21714855,17.66763485,7.483897059,9.043482224,21.79483615,0.0,4.443648649,0.0,2.635078864,0.0,0.0,7.796511628,7.284230769,12.01972921,0.0,20.47875437,0.0,6.718662263,12.52509135,10.08065601,6.859752617,6.08163606,11.70780142
C7H14N2O4,0.0,1.275170843,3.670117396,1.8316653635,2.6324468085,0.0,2.769448324,0.0,0.0,0.0,2.0255972695,16.93939709,2.561286805,6.624638785,0.0,0.0,0.0,0.0,0.0,0.0,41.336072665,31.551120205,14.420242915,3.9245581395,25.78463612,0.0,0.0,0.0,0.0,2.0591236495,0.0,3.3596575945,12.2442637,8.106760565,5.07451923,0.0,0.0,8.795363685,0.0,0.0,4.0528461,9.739139345,9.86044708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8398244475,1.3242627345,0.0,0.0,0.0,3.325435451,0.3013768115,0.0,0.0,3.215313029,0.0,0.0,3.443492268,0.0,0.0,5.728115655,0.0,8.328639705,0.0,13.990963255,0.0,0.0,0.0,3.4712933755,10.684210525,4.939751553,0.0,23.573221155,15.559961315,3.226269138,2.4701979045,2.250216346,0.0,0.0,1.4978553405,7.12036156,3.0484557595,3.464066194
C7H14N2O6S,0.0,0.0,4.057844184,5.174824081,2.489095745,0.0,0.0,2.011875,0.0,0.0,8.219795222,0.0,0.0,0.0,0.0,24.86598068,0.0,0.0,2.631641286,0.0,0.0,1.764454976,0.0,0.0,0.0,42.61754032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.448776596,0.0,0.0,0.0,0.0,0.0,0.0,13.51357027,0.0,0.0,5.361471861,0.0,0.0,0.0,0.0,0.0,0.0,1.158659517,0.0,0.0,0.0,0.0,1.275652174,1.122104085,0.0,0.0,0.0,0.0,0.0,12.71279199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.683899821,0.0,0.0,0.0,0.0,0.0,0.0,3.389342266,17.26753574,0.0,0.0,1.158865248
C7H14O7,0.0,2.112756264,7.497758805,2.5523455825,5.59281915,2.851697531,5.2456005585,2.694375,6.701425313500001,12.598223897499999,15.287201365000001,8.792931395,7.266085058500001,2.32608365,6.6654285715,0.0,5.52409733,2.7525641024999996,0.0,4.5714376185,28.46046713,9.9411675995,5.3107962209999995,3.0004186045,26.624932615,0.0,0.0,11.951158535,0.0,16.82647059,3.1270026525,4.5343722565,17.365967465,0.0,7.56189904,12.79214811,6.10156915,16.416962796500002,8.88251599,11.51063278,0.0,8.22602459,8.6274635035,3.792164782,0.0,2.8942238265,5.168181818,0.0,6.443595508,3.994400786,7.610410095,4.4327520604999995,3.5707412225,5.7148793545,1.367771261,0.582586207,0.0,4.5867571719999995,0.0,6.991242304,15.83210369,12.446700505499999,1.8236177885,5.74322034,12.5507731965,27.796384873,12.904232505,10.485942176,5.1468360995,15.9399264705,1.8834092980000001,0.0,0.4655925155,4.2047635135000005,5.222801635,0.2717981075,5.59371345,18.2857586525,0.0,1.374230769,5.857398455,0.935052377,4.612805588,0.597548077,7.388274155,1.46272838,1.488015139,8.76650809,3.334808013,3.6127659575
C7H15NO3,20.23380567,0.0,26.25624333,1.215011728,0.0,4.172376543,5.206424581,5.058958333,10.72098062,4.224219591,24.23139932,45.35769231,5.257033806,4.941673004,24.50057143,0.0,0.722762951,1.801214575,4.952115059,7.43369221,16.35017301,7.564885825,0.0,0.0,7.91967655,14.87207661,11.598,3.134634146,137.5379888,0.0,0.0,2.39262511,7.285273973,35.29830986,4.411057692,5.825577731,15.48558511,3.411937812,7.410021322,39.48827801,7.144132115,8.04057377,0.0,4.302504039,104.0494382,11.97292419,4.685858586,0.0,1.322157303,4.903929273,20.52008412,0.0,0.0,0.0,5.880351906,4.412413793,2.64288499,6.503022541,12.35144928,2.857134863,0.0,2.811844332,3.490925481,21.35898305,11.97126289,6.313681869,6.659593679,3.375972084,15.36006224,3.827867647,0.0,11.31360477,1.072557173,1.194324324,1.47198364,0.99615142,0.0,15.18473824,24.00912343,14.25057692,49.77678917,1.713940371,26.60552969,5.852451923,9.735260116,4.643605359,0.0,20.8472883,10.75868114,0.0
C7H19N3,1.609109312,9.129840547,0.0,4.552306489,14.00345745,24.87731481,7.388337989,8.320208333,16.13158495,8.435683531,13.26177474,14.61985447,10.22061069,11.12623574,22.71057143,17.58761025,7.833437991,12.41659919,0.0,27.0689677,9.960380623,7.475183111,11.68866397,1.41544186,33.12830189,3.28125,10.8108,0.0,3.92849162,4.812364946,0.0,52.8165935,33.26686644,5.855492958,28.67259615,2.454201681,0.0,20.66885064,4.679957356,0.0,57.56542516,27.5204918,0.0,17.67891761,0.0,16.22924188,15.35613276,0.0,12.4101573,23.48801572,0.0,38.96461636,0.0,0.0,8.949677419,1.256724138,2.843274854,19.23104508,1.857826087,31.64605484,0.0,9.115905245,6.250600962,6.169830508,1.399226804,9.824249166,9.593905192,115.3791625,64.52365145,6.397941176,22.76089335,19.20059583,0.477338877,1.481554054,3.001226994,0.86214511,10.80614035,35.34835847,29.94794275,18.52932692,64.29197292,0.0,0.0,4.270384615,3.747151115,29.42448234,16.14928511,14.67431018,1.871869783,17.56004728
C7H5NO4,0.0,0.0,8.99583778,0.801954652,8.925797872,2.161419753,0.0,3.319791667,1.934264538,2.603606028,4.311945392,0.0,2.784405671,1.808212928,0.0,1.300419992,2.841287284,4.895411606,1.133502538,4.167701077,2.057093426,0.0,1.98097166,0.90027907,0.0,0.0,4.1493,0.0,0.0,0.0,4.672360743,2.586742757,3.172859589,2.96028169,1.529086538,16.90714286,0.0,0.0,8.047761194,16.95093361,0.0,0.0,1.729927007,2.267689822,0.0,3.275451264,0.0,0.0,3.787011236,5.042829077,0.0,0.0,1.718660598,0.0,2.653372434,0.0,0.0,3.086219262,1.584637681,0.0,1.698005982,0.0,1.425901442,15.80067797,0.0,6.129810901,0.0,0.0,0.0,0.0,0.0,6.877358491,0.781081081,0.0,0.0,0.401451104,3.86871345,3.722981366,6.70921288,2.975480769,6.50860735,0.27268332,0.0,3.707019231,3.826672172,1.768574909,1.642809083,3.043101808,1.481719533,2.010874704
C7H7NO2,2.616801619,0.0,4.934151547,2.115949961,0.0,2.793981481,5.206424581,5.181666667,5.831698974,6.237029064,0.0,9.17027027,0.0,9.820152091,13.15514286,3.517093658,1.989795918,0.0,3.698477157,8.276314123,6.011072664,5.572942697,0.0,2.715906977,0.0,18.14183468,6.8211,7.584878049,0.0,0.0,0.0,7.940122915,0.0,5.988169014,6.467307692,5.808245798,25.17558511,6.828373126,58.66886994,0.0,72.18046381,4.784631148,0.0,0.0,91.83668209,3.688628159,1.796248196,32.02908133,2.242921348,5.86502947,0.0,1.958655675,0.0,1.151581769,2.274545455,3.039137931,0.0,3.47182377,0.0,3.11734751,0.0,0.0,3.394831731,0.0,0.626030928,0.0,0.0,2.980558325,8.338070539,0.0,3.836007293,13.14726912,0.795634096,0.0,2.265644172,0.0,7.294152047,5.441792369,66.70062612,0.0,10.39816248,0.657292506,3.663911525,2.321105769,3.382493807,6.448355664,5.140117746,7.497431018,1.646494157,3.388652482
C7H7NO3,0.542240216,0.810022779,2.458484525,0.8143080533333333,3.412322695333333,0.0,4.470460894,4.97298611,0.0,0.8918191603333333,14.616723548333333,14.336902286666666,3020.093457066667,1257.9972624,6.374285714333333,0.0,0.738513867,0.6968511019999999,0.6029892836666666,2.3449651676666665,0.0,8.491426110666668,0.9727845253333334,1.212465116,6.575292002333334,0.0,6.8568,1.4801829266666668,0.0,0.0,6.8036604763333335,5.243898156333334,4.609246576666667,4.57652582,3.4481570500000003,0.0,229.7019149,2.7244863963333334,1.2759061833333334,0.0,2.539985945333333,2.874453552,0.0,152.94515347166669,0.0,4.868652226666667,9.952958153333334,0.0,4.914202248,1.744400786,0.0,1.3003170576666667,9.605851756666667,3.523485253333333,0.0,0.0,1.4176088370000002,0.6682889343333334,0.0,552.56032453,4.490179461666667,0.9491821770000001,1.664483173,2.877514124333333,13.008762885666666,10.20233593,2.647291196333333,3.390528414666667,0.8872406639999999,0.7499264706666666,0.0,4.12671301,0.35155925166666663,354.7077702533333,0.0,0.0,261.95048734666665,1.5911268856666665,6.218694095333333,3.741153846333334,2.3570599613333334,0.4816277196666667,1.8317811409999996,2.5002884616666665,2.721552436,2.2214981729999996,17.229857022333334,0.0,1.7139398996666668,1.194247439
C7H9NO4,0.0,0.0,0.0,0.0,2.693085106,0.0,2.274301676,0.0,2.87309008,0.0,0.0,5.284303534,2.272082879,0.0,7.080857143,0.0,0.0,2.580701754,0.0,0.0,0.0,0.0,4.143319838,1.598232558,0.0,0.0,13.6869,5.498231707,0.0,0.601440576,9.388806366,3.925548727,9.366010274,11.04619718,3.381971154,0.0,0.0,2.992670738,0.0,0.0,6.503654252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.234561798,0.0,0.0,1.61604312,0.0,1.130509383,3.501818182,0.0,2.307992203,2.73857582,1.036811594,0.0,2.838185444,2.56142132,4.418149038,5.601016949,2.409793814,11.38665184,5.050564334,4.817048853,0.0,0.0,0.0,0.0,0.875051975,0.0,0.0,0.638044164,3.60497076,8.706921029,13.10017889,0.0,0.0,0.0,2.445576251,0.0,2.340792733,0.0,1.015559294,0.0,3.063105175,0.0
C8H10N4O4,0.0,0.0,0.0,0.0,0.0,0.622839506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.32820069,0.0,0.0,0.0,16.51212938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.468450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.295481336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.12435567,0.0,10.33544018,0.0,0.0,0.0,0.921604376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25517529,0.0
C8H11N,3.1079959515,0.0,5.63420491,1.6987881155,0.0,0.0,1.763337989,0.0,0.0,0.0,0.0,0.0,0.0,3.4121292775,0.0,0.0,0.0,1.494669366,0.0,0.0,2.314013841,1.570766911,0.0,0.0,41.296495955,7.82767137,0.0,0.0,0.0,4.919507803,3.299204244,1.1569359085,31.85907534,0.0,0.0,0.0,11.734228725,7.00893948,9.758635395,0.0,8.46872804,21.963012295,0.0,0.0,0.0,2.051173285,2.1545454545,0.0,4.9643595505,7.50697446,0.0,1.4753646164999998,6.93706112,3.4028686325,0.0,0.0,0.0,4.2670081965,5.46630435,0.0,5.917671985,11.92749577,0.0,0.0,4.644201031,10.83954394,0.0,0.0,0.0,5.62764706,16.438742024,0.0,0.0,0.0,0.0,0.0,0.0,24.29108252,62.3750447,0.0,0.0,0.0,2.459982538,2.757548077,1.113542527,1.5682399515,0.4737174095,3.244196004,0.0,0.0
C8H13N3O3,1.260931174,0.0,10.51376734,1.014229867,9.54787234,2.609722222,4.114734637,9.083541667,2.963740023,5.501883746,8.200341297,90.0477131,4.161068702,2.728745247,18.62257143,0.0,0.0,3.790958165,3.388494078,0.0,16.13754325,0.0,8.110391363,3.751255814,25.32156334,0.0,9.7386,5.342743902,62.81620112,8.500120048,0.0,4.446005268,31.54160959,25.28901408,8.855288462,6.648686975,0.0,5.178123265,0.0,40.3689834,0.0,14.86598361,20.44543796,0.0,0.0,0.0,6.576623377,0.0,3.102067416,14.63084479,0.0,1.489346861,4.237451235,2.410134048,0.0,0.0,0.0,4.389036885,0.0,0.0,4.227517448,0.0,3.298016827,6.832542373,4.245103093,15.13481646,0.0,15.88384845,6.389937759,6.153088235,0.0,0.0,1.509355509,0.0,5.445398773,2.913123028,12.3119883,26.01588287,9.561359571,24.72057692,13.977853,2.953102337,0.0,4.283076923,11.45796862,2.8136419,3.480403701,7.346717412,4.628964942,0.0
C8H13NO,0.0,0.375284738,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.7860064585,0.0,3.6502079005,0.703217012,0.8978326995,0.0,0.0,0.0,0.0,0.0,0.0,6.287889275,0.0,1.785357625,3.2323255815,4.7225067385,0.0,0.0,35.87789634,0.0,0.0,0.0,0.0,7.153638699499999,3.356478873,0.0,1.304779412,0.0,0.0,0.0,0.0,0.0,3.235963115,3.3010948905,0.0,0.0,0.0,0.4546176045,5.943212405,0.0,0.0,2.300262881,0.6713379835,1.7357282185,1.383378016,0.706627566,1.2562931035,0.0,0.0,0.0,0.0,0.0,0.0,0.4834435095,0.0,0.5516108245,4.219855395,1.2670428895,5.756530409,0.0,0.0,0.714995442,0.0,5.106444905,0.0,0.0,2.638391167,0.0,1.7974711625,0.0,19.6309615375,5.583655706,0.0,0.991676368,0.8409375,0.0,0.5022533495,0.0,0.0,0.5451585975,0.76572104
C8H14ClN5,1.301720648,0.6093394075,0.0,0.713057076,2.617420213,0.0,2.91525838,0.0,3.9403648805,3.2642357375,2.932423208,0.0,0.0,0.959201521,0.0,0.0,0.0,0.9738866395,0.0,2.6939202025,0.0,1.6364282635,1.743319838,0.0,11.064150943500001,0.0,0.0,3.0766463415,2.4683426445,0.0,0.0,0.0,12.541309935000001,0.0,0.0,0.0,0.0,3.3269850085,0.914392324,0.0,3.6231904425,4.586270492,2.1124543795,0.0,0.0,2.9887184115,1.5924242425,0.0,2.114696629,3.673772102,3.7954258675,0.0,5.465149545,1.7993565685,1.632844575,1.504137931,1.48625731,2.753790984,0.0,0.7643536655,0.0,1.211505922,1.7498798075,0.0,0.0,4.0434927695,0.0,1.6112662015,4.0731846475,2.0725367645,1.007338195,0.0,0.780873181,0.0,0.0,0.567917981,4.1149122805,9.446805678,11.5025044725,11.398990385,4.778384913,0.9725221595,0.0,2.749471154,3.531255161,0.9428440925,1.123296888,0.0,1.6585141905,1.61678487
C8H14O5,2.854453441,2.500455581,6.174813234,0.412587959,2.95,3.78287037,2.327304469,0.0,3.907525656,2.792680301,0.0,0.0,2.533805889,0.0,0.0,4.081184376,5.414599686,0.968825911,0.0,9.796643445,1.504844291,0.0,2.175168691,0.0,0.0,1.021572581,7.3263,2.65152439,0.0,0.0,0.0,2.635206321,0.0,0.0,5.231730769,0.0,0.0,0.0,9.074200426,16.11410788,0.0,1.957786885,4.671350365,2.408481422,0.0,9.756498195,8.636796537,0.0,6.33411236,3.259724951,0.0,1.424667089,2.814889467,0.750563003,3.668269795,2.478965517,2.652826511,2.907633197,1.793478261,16.79513151,2.915952144,7.456852792,4.834074519,0.0,0.0,3.576640712,0.0,0.0,0.0,1.491617647,1.620601641,0.0,0.0,0.0,1.987525562,0.0,0.0,0.0,0.0,5.532403846,0.0,0.345688961,6.343480792,1.922884615,2.028158547,0.0,1.947098402,0.0,0.0,2.688652482
C8H15NO,0.0,0.0,0.0,0.0,0.0,2.623148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818758435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.08024583,0.0,0.0,2.389182692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.006498195,0.0,0.0,0.780404494,0.0,0.0,12.37685479,0.0,1.045898123,4.311554252,5.755689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.847551546,0.0,0.0,3.360119641,12.46120332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H15NO6,5.162753036,8.057630979,4.519850587,3.854730258,6.047340426,2.525154321,0.0,0.0,5.737970353,15.35635091,6.940614334,10.67494802,5.175899673,7.641673004,0.0,11.86719866,1.467974882,2.147503374,5.403384095,17.96903103,3.766608997,6.018741922,4.007152497,0.589674419,11.44663073,0.0,0.0,3.812926829,5.881005587,5.824609844,0.0,5.035733099,0.0,6.23943662,7.409134615,7.898004202,17.05787234,3.879844531,19.26972281,0.0,0.0,7.32704918,0.0,11.09103393,49.02670192,8.32400722,3.541414141,0.0,0.90188764,4.708644401,0.0,3.885922638,5.74739922,0.0,5.836187683,5.183793103,6.376998051,7.130686475,0.0,9.145886961,0.0,2.805583756,5.370973558,56.45898305,0.0,96.52324805,66.81297968,4.140777667,4.298962656,0.0,1.519690064,8.901092354,0.0,4.216418919,2.833742331,0.610410095,0.0,5.309494232,5.367531306,0.0,9.665280464,0.744077357,3.630209546,2.177307692,0.0,14.53721072,20.99116905,0.0,2.326126878,8.959101655
C8H16N2O3,12.208704451,10.104783600333333,28.771931696666666,4.927130571,12.556471630333334,16.40354938333333,0.6685055866666666,5.177847223333334,18.2668187,12.03853606,2.1494880546666666,4.492099793333334,9.17131952,4.6808365033333335,4.3289523800000005,4.535279294333333,11.857299843333335,34.57287449333333,6.8465313026666665,5.100316656666667,10.268512110333333,17.729599313333335,16.02838506666667,0.5704186046666666,5.410512129999999,0.0,0.0,1.6257317073333333,4.03482309,10.151460584333332,0.0,15.477260753333333,6.778510273333333,2.5764319249999996,10.75809295,2.087132353,0.0,1.3522487506666667,1.4732054016666665,19.880912863333332,1.4872101193333331,3.3058743170000002,4.059032846666666,2.3386914376666663,0.0,8.961191335333332,13.465079365666668,0.0,15.920314605666666,45.43490504333334,0.0,16.393151553333336,3.2701560466666666,1.9186595173333332,9.963284456666667,1.362413793,6.394022093333334,15.552868850000001,4.203913043666667,0.0,21.01001994,10.035081783,1.8962740383333332,3.7619209033333334,10.665721648666667,19.29310345,6.024943566333333,21.4557328,3.9078838166666667,3.362132353333333,13.939927073333333,12.932770606666667,0.35724185733333336,4.499729729666666,0.3350374913333333,0.6463722396666667,9.059551656666667,6.778349599333334,4.76314848,7.042596153333333,7.452417793333333,0.489927478,16.346216530666666,6.243894230666666,3.983897606666667,16.529171743333333,9.633389403333332,3.3029495719999997,3.848747913333333,10.404885736666667
C8H16N2O4,7.856275304,7.260364465,12.58431163,2.917670055,9.653723404,10.60694444,3.808030726,0.0,12.94344356,6.297900969,5.905119454,8.644802495,7.062922574,7.880532319,6.866571429,6.133179336,11.20910518,17.22024291,8.145177665,12.28423053,0.0,9.487289961,9.242105263,0.603069767,9.90458221,4.649395161,16.497,6.3675,0.0,6.386554622,0.0,12.61791045,11.92320205,12.69126761,10.396875,4.770220588,0.0,7.862465297,0.0,0.0,5.462614195,16.92561475,6.277828467,5.1046042,0.0,10.57454874,7.284992785,0.0,10.50242697,28.41709234,0.0,13.54204185,8.437646294,4.573029491,7.081759531,2.271896552,15.99259259,10.65691598,4.897681159,4.910632345,16.96525424,8.915228426,6.064362981,10.78949153,8.312628866,0.0,11.34311512,7.630109671,11.95643154,0.0,4.718231541,21.86961271,1.760914761,0.0,4.88200409,1.378864353,13.85994152,10.37675244,8.847048301,13.37134615,9.221663443,0.849234488,6.271885914,5.171682692,6.913872832,12.09591961,9.707737595,0.0,5.886560935,12.78770686
C8H16N3O8P,6.122672065,2.174715262,8.345891142,0.0,4.670478723,2.34367284,4.459776536,3.089583333,2.794241733,7.615123789,0.0,4.004158004,4.044274809,2.956653992,3.788857143,0.0,1.23689168,0.0,3.85786802,0.0,0.0,0.0,1.563832659,0.810139535,2.830458221,0.0,4.9854,7.611768293,8.831843575,1.079111645,0.0,4.07357331,8.026027397,7.235492958,3.354086538,0.0,6.339255319,0.0,0.0,0.0,5.185804638,7.403278689,4.094890511,3.539418417,18.74216788,0.0,0.0,0.0,0.0,0.0,0.0,1.288268865,5.042457737,1.002627346,2.830733138,3.67,1.830994152,0.0,3.109275362,0.0,2.891874377,2.320135364,2.729206731,5.517966102,0.0,15.85628476,0.0,0.0,4.189107884,3.174485294,0.0,7.727010924,1.789397089,0.0,1.053783231,1.422018927,7.370760234,0.0,28.97710197,11.115,0.0,0.0,2.086554133,1.803173077,2.530305533,0.0,0.0,0.0,1.782721202,0.0
C8H17NO2S,0.0,0.0,0.0,0.1308835025,0.0,0.0,3.7271648045,0.0,0.0,41.21407427,5.343856655,0.0,0.0,0.0,45.53285714,0.0,2.766091052,0.0,0.0,2.226155795,0.0,4.177703576,7.239811066000001,0.0,8.31037736,0.0,0.0,5.072195122,0.0,0.0,0.0,0.0,0.0,0.0,3.091105769,0.0,0.0,27.275180455,0.0,0.0,8.777793394500002,38.082786885,0.0,0.0,0.0,0.0,0.0,0.0,7.4206516875,3.035854617,0.0,0.0,0.0,1.6614209115,0.0,0.0,4.915692008,0.0,0.38557971,0.0,6.6886839479999995,4.56962775,0.99609375,0.0,0.0,0.0,22.19170429,5.467298105,18.323029045,0.0,0.0,16.615143990500002,0.0,0.0,0.0,0.705141956,0.0,0.0,7.834481215,7.379278845,0.0,1.119983884,0.0,1.6139423075,0.0,0.0,0.0,0.0,0.0,0.0
C8H17NOS,0.0,5.560820046,62.77171825,7.638154808,24.16010638,23.73209877,33.05300279,88.1,62.74156214,32.19203445,86.52901024,114.9099792,20.36564885,15.73961977,28.16628571,48.92809744,8.008163265,38.87287449,30.05228426,98.57897403,20.26643599,36.85799224,36.41754386,5.444372093,67.9509434,8.018044355,54.3567,6.37902439,68.4405959,3.093157263,0.0,43.3880597,65.89083904,29.00704225,28.59134615,34.02431723,0.0,10.51749028,17.08294243,30.03049793,88.97730148,62.76188525,78.54333942,0.0,0.0,48.11137184,29.15295815,0.0,16.5188764,23.58781925,0.0,16.54565631,25.78283485,9.981072386,66.41577713,22.7087931,47.27563353,20.04205943,23.59782609,18.20884163,35.22188435,24.18544839,48.3016226,38.32440678,37.96353093,41.80845384,45.71072235,53.18165503,33.99460581,16.88139706,25.52652689,69.33396226,3.628898129,0.0,9.246625767,13.70801262,20.01695906,78.77142857,45.40626118,24.99201923,243.0377176,1.578082192,11.68585565,57.40817308,50.12229562,29.98008526,13.36349874,51.36536632,32.68722871,52.99692671
C8H7NO,0.0,0.0,0.0,0.0,4.828989362,0.0,1.572695531,3.929375,0.0,0.0,0.0,12.12224532,0.0,0.0,0.0,0.0,0.0,1.643589744,0.0,0.0,11.56418685,0.0,0.0,0.0,12.10673854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22893836,9.831549296,0.0,15.12352941,0.0,21.27717934,0.0,0.0,3.858257203,26.16680328,4.97189781,1.834168013,0.0,0.0,0.0,0.0,0.0,23.09842829,0.0,14.13081801,3.312093628,3.614155496,0.0,0.0,0.0,3.697438525,0.0,2.315221041,0.0,2.721658206,0.0,0.0,7.415721649,0.0,0.0,0.0,0.0,11.71014706,0.0,0.0,2.283783784,0.0,0.0,1.880630915,7.21871345,18.17196096,0.0,20.11125,34.86673114,2.822320709,2.578288708,2.747884615,3.652023121,0.0,0.0,5.420837298,3.898747913,2.180614657
